brand id,brand name,type,slug,dosage form,generic,strength,manufacturer,package container,Package Size
302,Chir DS,allopathic,chir-dschewable-tablet400-mg,Chewable Tablet,Albendazole,400 mg,Reliance Pharmaceuticals Ltd.,"Unit Price: ৳ 5.14,(10's pack: ৳ 51.40),",(10's pack: ৳ 51.40)
13919,Chewce,allopathic,chewcechewable-tablet250-mg,Chewable Tablet,Vitamin C [Ascorbic acid],250 mg,Navana Pharmaceuticals Ltd.,"Unit Price: ৳ 1.90,(200's pack: ৳ 380.00),",(200's pack: ৳ 380.00)
8331,Chemomycine,allopathic,chemomycinecapsule250-mg,Capsule,Oxytetracycline,250 mg,Salton Pharmaceuticals Ltd.,"Unit Price: ৳ 1.20,(100's pack: ৳ 120.00),",(100's pack: ৳ 120.00)
30531,Chemocain-A,allopathic,chemocain-ainjection200005,Injection,Lidocaine + Adrenaline,2%+0.0005%,Chemist Laboratories  Ltd.,50 ml vial: ৳ 65.00,
404,Chemocain-A,allopathic,chemocain-ainjection200005,Injection,Lidocaine + Epinephrine,2%+0.0005%,Chemist Laboratories  Ltd.,50 ml ampoule: ৳ 65.00,
21687,Chemocain,allopathic,chemocaininjection2,Injection,Lidocaine Hydrochloride (Injection),2%,Chemist Laboratories  Ltd.,50 ml ampoule: ৳ 28.65,
30846,Chelova,allopathic,chelovadispersible-tablet250-mg,Dispersible Tablet,Deferasirox,250 mg,Jenphar Bangladesh Ltd.,"Unit Price: ৳ 60.00,(30's pack: ৳ 1,800.00),","(30's pack: ৳ 1,800.00)"
30847,Chelova,allopathic,chelovadispersible-tablet500-mg,Dispersible Tablet,Deferasirox,500 mg,Jenphar Bangladesh Ltd.,"Unit Price: ৳ 100.00,(30's pack: ৳ 3,000.00),","(30's pack: ৳ 3,000.00)"
4526,Chear,allopathic,cheartablet100-mg,Tablet,Sertraline Hydrochloride,100 mg,ACI Limited,"Unit Price: ৳ 10.07,(50's pack: ৳ 503.50),",(50's pack: ৳ 503.50)
4524,Chear,allopathic,cheartablet25-mg,Tablet,Sertraline Hydrochloride,25 mg,ACI Limited,"Unit Price: ৳ 3.02,(100's pack: ৳ 302.00),",(100's pack: ৳ 302.00)
4525,Chear,allopathic,cheartablet50-mg,Tablet,Sertraline Hydrochloride,50 mg,ACI Limited,"Unit Price: ৳ 6.04,(50's pack: ৳ 302.00),",(50's pack: ৳ 302.00)
24565,Charnil,allopathic,charniloral-suspension500-mg100-mg5-ml,Oral Suspension,Sodium Alginate + Potassium Bicarbonate,(500 mg+100 mg)/5 ml,Team Pharmaceuticals Ltd.,200 ml bottle: ৳ 146.00,
30934,Cilanem,allopathic,cilanemiv-injection500-mg500-mgvial,IV Injection,Imipenem + Cilastatin,(500 mg+500 mg)/vial,Eskayef Pharmaceuticals Ltd.,"500 mg vial: ৳ 1,195.00",
19369,Cikolin,allopathic,cikolinimiv-injection500-mg4-ml,IM/IV Injection,Citicoline Sodium,500 mg/4 ml,Drug International Ltd.,"4 ml ampoule: ৳ 140.00,(3's pack: ৳ 420.00),",(3's pack: ৳ 420.00)
19368,Cikolin,allopathic,cikolintablet500-mg,Tablet,Citicoline Sodium,500 mg,Drug International Ltd.,"Unit Price: ৳ 50.00,(7's pack: ৳ 350.00),",(7's pack: ৳ 350.00)
9110,Ciflox,allopathic,cifloxophthalmic-solution03,Ophthalmic Solution,Ciprofloxacin (Ophthalmic),0.30%,Reman Drug Laboratories Ltd.,10 ml drop: ৳ 50.00,
9111,Ciflox,allopathic,cifloxophthalmic-ointment03,Ophthalmic Ointment,Ciprofloxacin (Ophthalmic),0.30%,Reman Drug Laboratories Ltd.,5 gm tube: ৳ 35.00,
9160,Ciflox,allopathic,cifloxtablet500-mg,Tablet,Ciprofloxacin,500 mg,Reman Drug Laboratories Ltd.,"Unit Price: ৳ 12.50,(20's pack: ৳ 250.00),",(20's pack: ৳ 250.00)
15822,Ciflodex,allopathic,ciflodexophthalmic-solution0301,Ophthalmic Solution,Ciprofloxacin + Dexamethasone,0.3%+0.1%,Reman Drug Laboratories Ltd.,5 ml drop: ৳ 75.00,
9159,Ciflocin,allopathic,ciflocintablet500-mg,Tablet,Ciprofloxacin,500 mg,Astra Biopharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(20's pack: ৳ 240.00),",(20's pack: ৳ 240.00)
31040,Cifibet,allopathic,cifibettablet100-mg,Tablet,Ciprofibrate,100 mg,Eskayef Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
28151,Cidogrel,allopathic,cidogreltablet75-mg,Tablet,Clopidogrel Bisulphate,75 mg,Apex Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
19328,Cicloson,allopathic,ciclosonnasal-spray50-mcgspray,Nasal Spray,Ciclesonide (Nasal Spray),50 mcg/spray,Incepta Pharmaceuticals Ltd.,120 metered sprays: ৳ 350.00,
29619,Cicloderm,allopathic,ciclodermcream1,Cream,Ciclopirox Olamine (Cream),1%,Popular Pharmaceuticals Ltd.,15 gm tube: ৳ 110.00,
19329,Ciclex,allopathic,ciclexnasal-spray50-mcgspray,Nasal Spray,Ciclesonide (Nasal Spray),50 mcg/spray,Opsonin Pharma Ltd.,120 metered sprays: ৳ 250.75,
9158,Cibact,allopathic,cibacttablet500-mg,Tablet,Ciprofloxacin,500 mg,Euro Pharma Ltd.,"Unit Price: ৳ 14.00,(30's pack: ৳ 420.00),",(30's pack: ৳ 420.00)
27225,Cibact,allopathic,cibacttablet750-mg,Tablet,Ciprofloxacin,750 mg,Euro Pharma Ltd.,"Unit Price: ৳ 18.00,(20's pack: ৳ 360.00),",(20's pack: ৳ 360.00)
27226,Cibact,allopathic,cibactpowder-for-suspension250-mg5-ml,Powder for Suspension,Ciprofloxacin,250 mg/5 ml,Euro Pharma Ltd.,60 ml bottle: ৳ 100.00,
6068,Ciaton,allopathic,ciatontablet5-mg,Tablet,Tadalafil,5 mg,ACI Limited,"Unit Price: ৳ 18.05,(4's pack: ৳ 72.20),",(4's pack: ৳ 72.20)
6069,Ciaton,allopathic,ciatontablet10-mg,Tablet,Tadalafil,10 mg,ACI Limited,"Unit Price: ৳ 35.11,(4's pack: ৳ 140.44),",(4's pack: ৳ 140.44)
6070,Ciaton,allopathic,ciatontablet20-mg,Tablet,Tadalafil,20 mg,ACI Limited,"Unit Price: ৳ 60.18,(4's pack: ৳ 240.72),",(4's pack: ৳ 240.72)
24775,Cialix,allopathic,cialixtablet20-mg,Tablet,Tadalafil,20 mg,NIPRO JMI Pharma Ltd.,Unit Price: ৳ 60.18,
24774,Cialix,allopathic,cialixtablet5-mg,Tablet,Tadalafil,5 mg,NIPRO JMI Pharma Ltd.,Unit Price: ৳ 18.05,
6067,Cialix,allopathic,cialixtablet10-mg,Tablet,Tadalafil,10 mg,NIPRO JMI Pharma Ltd.,"Unit Price: ৳ 35.11,(4's pack: ৳ 140.44),",(4's pack: ৳ 140.44)
28476,Ciafil,allopathic,ciafiltablet20-mg,Tablet,Tadalafil,20 mg,Navana Pharmaceuticals Ltd.,"Unit Price: ৳ 55.16,(4's pack: ৳ 220.64),",(4's pack: ৳ 220.64)
28475,Ciafil,allopathic,ciafiltablet10-mg,Tablet,Tadalafil,10 mg,Navana Pharmaceuticals Ltd.,"Unit Price: ৳ 35.11,(4's pack: ৳ 140.44),",(4's pack: ৳ 140.44)
303,Chuben DS,allopathic,chuben-dschewable-tablet400-mg,Chewable Tablet,Albendazole,400 mg,Alco Pharma Ltd.,"Unit Price: ৳ 5.00,(48's pack: ৳ 240.00),",(48's pack: ৳ 240.00)
24222,Chrocee,allopathic,chroceecapsule200-mg,Capsule,Ribavirin,200 mg,ACI Limited,"Unit Price: ৳ 35.00,(20's pack: ৳ 700.00),",(20's pack: ৳ 700.00)
26162,Choriofactor,allopathic,choriofactorim-injection5000-iuvial,IM Injection,Human Chorionic Gonadotrophin,5000 IU/vial,ZAS Corporation,"5000 IU vial: ৳ 2,300.00",
30222,Cholvax,allopathic,cholvaxoral-suspension15-mlvial,Oral Suspension,Oral Cholera Vaccine,1.5 ml/vial,Incepta Pharmaceuticals Ltd.,"1.5 ml vial: ৳ 1,000.00",
14884,Cholera Saline,allopathic,cholera-salineiv-infusion,IV Infusion,Cholera Saline,,Opso Saline Ltd.,"500 ml bag: ৳ 72.17,1000 ml bag: ৳ 91.71",
14890,Cholera Saline,allopathic,cholera-salineiv-infusion,IV Infusion,Cholera Saline,,ACME Laboratories Ltd.,"500 ml bag: ৳ 70.14,1000 ml bag: ৳ 91.99",
11908,Acitrin,allopathic,acitrintablet10-mg,Tablet,Cetirizine Hydrochloride,10 mg,ACI Limited,"Unit Price: ৳ 3.01,(100's pack: ৳ 301.00),",(100's pack: ৳ 301.00)
575,Cinamak,allopathic,cinamakimiv-injection250-mg2-ml,IM/IV Injection,Amikacin,250 mg/2 ml,Techno Drugs Ltd.,"2 ml ampoule: ৳ 11.99,(10's pack: ৳ 119.89),",(10's pack: ৳ 119.89)
8633,Cinalid,allopathic,cinalidpowder-for-suspension200-mg5-ml,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Jayson Pharmaceuticals Ltd.,"15 ml bottle: ৳ 75.50,35 ml bottle: ৳ 130.39",
8632,Cinalid,allopathic,cinalidtablet500-mg,Tablet,Azithromycin Dihydrate,500 mg,Jayson Pharmaceuticals Ltd.,"Unit Price: ৳ 34.00,(6's pack: ৳ 204.00),",(6's pack: ৳ 204.00)
26905,Cinagen-D,allopathic,cinagen-dophthalmic-solution0501,Ophthalmic Solution,Moxifloxacin Hydrochloride + Dexamethasone,0.5%+0.1%,Navana Pharmaceuticals Ltd.,5 ml drop: ৳ 200.00,
22685,Cinagen XG,allopathic,cinagen-xgophthalmic-solution0504,Ophthalmic Solution,Moxifloxacin Hydrochloride + Xanthan Gum,0.5%+0.4%,Navana Pharmaceuticals Ltd.,5 ml drop: ৳ 150.00,
9624,Cinagen,allopathic,cinagenophthalmic-solution05,Ophthalmic Solution,Moxifloxacin Hydrochloride (Ophthalmic),0.50%,Navana Pharmaceuticals Ltd.,5 ml drop: ৳ 140.00,
29362,Cilvas,allopathic,cilvastablet10-mg,Tablet,Cilnidipine,10 mg,Labaid Pharma Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
29335,Cilvas,allopathic,cilvastablet5-mg,Tablet,Cilnidipine,5 mg,Labaid Pharma Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
3159,Cilosta,allopathic,cilostatablet100-mg,Tablet,Cilostazol,100 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 12.09,(30's pack: ৳ 362.70),",(30's pack: ৳ 362.70)
9162,Cilocin XR,allopathic,cilocin-xrtablet-extended-release500-mg,Tablet (Extended Release),Ciprofloxacin,500 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
28521,Cilocin,allopathic,cilocinophthalmic-solution03,Ophthalmic Solution,Ciprofloxacin (Ophthalmic),0.30%,Pacific Pharmaceuticals Ltd.,5 ml drop: ৳ 40.00,
9161,Cilocin,allopathic,cilocintablet500-mg,Tablet,Ciprofloxacin,500 mg,Pacific Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(50's pack: ৳ 600.00),",(50's pack: ৳ 600.00)
9163,Cilocin,allopathic,cilocinpowder-for-suspension250-mg5-ml,Powder for Suspension,Ciprofloxacin,250 mg/5 ml,Pacific Pharmaceuticals Ltd.,60 ml bottle: ৳ 100.00,
26343,Cilocab,allopathic,cilocabtablet5-mg,Tablet,Cilnidipine,5 mg,ACI Limited,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
26342,Cilocab,allopathic,cilocabtablet10-mg,Tablet,Cilnidipine,10 mg,ACI Limited,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
26458,Cilnivas,allopathic,cilnivastablet5-mg,Tablet,Cilnidipine,5 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",(30's pack: ৳ 150.00)
26459,Cilnivas,allopathic,cilnivastablet10-mg,Tablet,Cilnidipine,10 mg,Popular Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
25970,Cilnipin,allopathic,cilnipintablet5-mg,Tablet,Cilnidipine,5 mg,Aristopharma Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
25971,Cilnipin,allopathic,cilnipintablet10-mg,Tablet,Cilnidipine,10 mg,Aristopharma Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
32465,Cilnior,allopathic,cilniortablet10-mg,Tablet,Cilnidipine,10 mg,Orion Pharma Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
32464,Cilnior,allopathic,cilniortablet5-mg,Tablet,Cilnidipine,5 mg,Orion Pharma Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
25983,Cilnical,allopathic,cilnicaltablet10-mg,Tablet,Cilnidipine,10 mg,UniMed UniHealth,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
33028,Cilmedip,allopathic,cilmediptablet10-mg,Tablet,Cilnidipine,10 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 6.00,(30's pack: ৳ 180.00),",(30's pack: ৳ 180.00)
33027,Cilmedip,allopathic,cilmediptablet5-mg,Tablet,Cilnidipine,5 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 4.00,(30's pack: ৳ 120.00),",(30's pack: ৳ 120.00)
29769,Cilma,allopathic,cilmatablet5-mg,Tablet,Cilnidipine,5 mg,Renata Limited,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
29768,Cilma,allopathic,cilmatablet10-mg,Tablet,Cilnidipine,10 mg,Renata Limited,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
27761,Cildocal,allopathic,cildocaltablet5-mg,Tablet,Cilnidipine,5 mg,Delta Pharma Ltd.,"Unit Price: ৳ 3.00,(30's pack: ৳ 90.00),",(30's pack: ৳ 90.00)
27762,Cildocal,allopathic,cildocaltablet10-mg,Tablet,Cilnidipine,10 mg,Delta Pharma Ltd.,"Unit Price: ৳ 5.00,(30's pack: ৳ 150.00),",(30's pack: ৳ 150.00)
25978,Cildip,allopathic,cildiptablet5-mg,Tablet,Cilnidipine,5 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 7.00,(42's pack: ৳ 294.00),",(42's pack: ৳ 294.00)
25977,Cildip,allopathic,cildiptablet10-mg,Tablet,Cilnidipine,10 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 9.00,(28's pack: ৳ 252.00),,Unit Price: ৳ 9.00,(42's pack: ৳ 378.00),","(28's pack: ৳ 252.00),(42's pack: ৳ 378.00)"
29673,Jernide,herbal,jernidesyrup300-mg100-mg015-ml,Syrup,Liquorice + Cascara Sagrada + Belladona,300 mg+100 mg+0.15 ml,Hamdard Bangladesh,100 ml bottle: ৳ 70.00,
27103,Cip,allopathic,ciptablet500-mg,Tablet,Ciprofloxacin,500 mg,Asiatic Laboratories Ltd.,"Unit Price: ৳ 14.00,(30's pack: ৳ 420.00),",(30's pack: ৳ 420.00)
9112,Cip,allopathic,cipophthalmic-solution03,Ophthalmic Solution,Ciprofloxacin (Ophthalmic),0.30%,Asiatic Laboratories Ltd.,10 ml drop: ৳ 40.00,
30827,Cip,allopathic,cipophthalmic-ointment03,Ophthalmic Ointment,Ciprofloxacin (Ophthalmic),0.30%,Asiatic Laboratories Ltd.,3 gm tube: ৳ 32.00,
27134,Cip,allopathic,ciptablet750-mg,Tablet,Ciprofloxacin,750 mg,Asiatic Laboratories Ltd.,"Unit Price: ৳ 18.00,(12's pack: ৳ 216.00),",(12's pack: ৳ 216.00)
28026,Cinon,allopathic,cinoncream01,Cream,Halcinonide,0.10%,Ambee Pharmaceuticals Ltd.,5 gm tube: ৳ 16.00,
4601,Cinomyst,allopathic,cinomysttablet15-mg,Tablet,Cinnarizine,15 mg,Mystic Pharmaceuticals Ltd.,"Unit Price: ৳ 0.70,(100's pack: ৳ 70.00),",(100's pack: ৳ 70.00)
12624,Cinoderm,allopathic,cinodermcream0025,Cream,Fluocinolone Acetonide,0.03%,Drug International Ltd.,10 gm tube: ৳ 45.00,
4600,Cinnarizine,allopathic,cinnarizinetablet15-mg,Tablet,Cinnarizine,15 mg,Bristol Pharmaceuticals Ltd.,"Unit Price: ৳ 1.00,(200's pack: ৳ 200.00),",(200's pack: ৳ 200.00)
14359,Cinet,allopathic,cinettablet500-mg,Tablet,Calcium Carbonate,500 mg,Belsen Pharmaceuticals Ltd.,"Unit Price: ৳ 2.00,(30's pack: ৳ 60.00),",(30's pack: ৳ 60.00)
5106,Cinemet CR,allopathic,cinemet-crtablet-controlled-release200-mg50-mg,Tablet (Controlled Release),Levodopa + Carbidopa (CR tablet),200 mg+50 mg,ACI Limited,"Unit Price: ৳ 12.50,(50's pack: ৳ 625.00),",(50's pack: ৳ 625.00)
30708,Cinemet CR,allopathic,cinemet-crtablet-controlled-release100-mg25-mg,Tablet (Controlled Release),Levodopa + Carbidopa (CR tablet),100 mg+25 mg,ACI Limited,"Unit Price: ৳ 10.00,(50's pack: ৳ 500.00),",(50's pack: ৳ 500.00)
27976,Cinekar,allopathic,cinekartablet5-mg,Tablet,Cilnidipine,5 mg,Jenphar Bangladesh Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
27977,Cinekar,allopathic,cinekartablet10-mg,Tablet,Cilnidipine,10 mg,Jenphar Bangladesh Ltd.,"Unit Price: ৳ 9.00,(30's pack: ৳ 270.00),",(30's pack: ৳ 270.00)
4620,Cinazin Plus,allopathic,cinazin-plustablet20-mg40-mg,Tablet,Cinnarizine + Dimenhydrinate,20 mg+40 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 1.51,(50's pack: ৳ 75.50),",(50's pack: ৳ 75.50)
4599,Cinazin,allopathic,cinazintablet15-mg,Tablet,Cinnarizine,15 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 0.70,(100's pack: ৳ 70.00),",(100's pack: ৳ 70.00)
4619,Cinarzin Plus,allopathic,cinarzin-plustablet20-mg40-mg,Tablet,Cinnarizine + Dimenhydrinate,20 mg+40 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 2.00,(100's pack: ৳ 200.00),",(100's pack: ৳ 200.00)
4598,Cinarzin,allopathic,cinarzintablet15-mg,Tablet,Cinnarizine,15 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 1.00,(100's pack: ৳ 100.00),",(100's pack: ৳ 100.00)
4623,Cinaryl Plus,allopathic,cinaryl-plustablet20-mg40-mg,Tablet,Cinnarizine + Dimenhydrinate,20 mg+40 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 2.00,(100's pack: ৳ 200.00),",(100's pack: ৳ 200.00)
4597,Cinaryl,allopathic,cinaryltablet15-mg,Tablet,Cinnarizine,15 mg,Opsonin Pharma Ltd.,"Unit Price: ৳ 1.00,(100's pack: ৳ 100.00),",(100's pack: ৳ 100.00)
4618,Cinaron Plus,allopathic,cinaron-plustablet20-mg40-mg,Tablet,Cinnarizine + Dimenhydrinate,20 mg+40 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 2.00,(100's pack: ৳ 200.00),,Unit Price: ৳ 2.00,(140's pack: ৳ 280.00),","(100's pack: ৳ 200.00),(140's pack: ৳ 280.00)"
4596,Cinaron,allopathic,cinarontablet15-mg,Tablet,Cinnarizine,15 mg,Square Pharmaceuticals Ltd.,"Unit Price: ৳ 1.00,(200's pack: ৳ 200.00),",(200's pack: ৳ 200.00)
4595,Cinarin,allopathic,cinarintablet15-mg,Tablet,Cinnarizine,15 mg,Nipa Pharmaceuticals Ltd.,"Unit Price: ৳ 1.00,(100's pack: ৳ 100.00),",(100's pack: ৳ 100.00)
15844,Cinarex D,allopathic,cinarex-dophthalmic-solution0103,Ophthalmic Solution,Dexamethasone + Tobramycin,0.1%+0.3%,Beximco Pharmaceuticals Ltd.,5 ml drop: ৳ 150.00,
15720,Cinarex,allopathic,cinarexophthalmic-solution03,Ophthalmic Solution,Tobramycin (Ophthalmic),0.30%,Beximco Pharmaceuticals Ltd.,5 ml drop: ৳ 100.00,
12786,Cinamycin Plus,allopathic,cinamycin-plustopical-gel120025,Topical Gel,Clindamycin + Tretinoin,1.2%+0.025%,Ibn Sina Pharmaceuticals Ltd.,15 gm tube: ৳ 150.00,
8811,Cinamycin,allopathic,cinamycincapsule300-mg,Capsule,Clindamycin,300 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 15.00,(30's pack: ৳ 450.00),",(30's pack: ৳ 450.00)
8810,Cinamycin,allopathic,cinamycincapsule150-mg,Capsule,Clindamycin,150 mg,Ibn Sina Pharmaceuticals Ltd.,"Unit Price: ৳ 8.00,(30's pack: ৳ 240.00),",(30's pack: ৳ 240.00)
19400,Cinamycin,allopathic,cinamycinimiv-injection300-mg2-ml,IM/IV Injection,Clindamycin,300 mg/2 ml,Ibn Sina Pharmaceuticals Ltd.,"2 ml ampoule: ৳ 40.00,(5's pack: ৳ 200.00),",(5's pack: ৳ 200.00)
27590,Cinamycin,allopathic,cinamycinimiv-injection600-mg4-ml,IM/IV Injection,Clindamycin,600 mg/4 ml,Ibn Sina Pharmaceuticals Ltd.,"4 ml ampoule: ৳ 70.00,(5's pack: ৳ 350.00),",(5's pack: ৳ 350.00)
7916,Aciphin,allopathic,aciphiniv-injection2-gmvial,IV Injection,Ceftriaxone Sodium,2 gm/vial,ACI Limited,2 gm vial: ৳ 302.04,
7915,Aciphin,allopathic,aciphiniv-injection1-gmvial,IV Injection,Ceftriaxone Sodium,1 gm/vial,ACI Limited,1 gm vial: ৳ 191.29,
9182,Cipro-A,allopathic,cipro-atablet750-mg,Tablet,Ciprofloxacin,750 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 18.11,(20's pack: ৳ 362.20),",(20's pack: ৳ 362.20)
9184,Cipro-A,allopathic,cipro-aiv-infusion200-mg100-ml,IV Infusion,Ciprofloxacin,200 mg/100 ml,ACME Laboratories Ltd.,100 ml bottle: ৳ 146.94,
9181,Cipro-A,allopathic,cipro-atablet500-mg,Tablet,Ciprofloxacin,500 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 15.00,(20's pack: ৳ 300.00),",(20's pack: ৳ 300.00)
9183,Cipro-A,allopathic,cipro-apowder-for-suspension250-mg5-ml,Powder for Suspension,Ciprofloxacin,250 mg/5 ml,ACME Laboratories Ltd.,60 ml bottle: ৳ 100.30,
9180,Cipro-A,allopathic,cipro-atablet250-mg,Tablet,Ciprofloxacin,250 mg,ACME Laboratories Ltd.,"Unit Price: ৳ 8.56,(30's pack: ৳ 256.80),",(30's pack: ৳ 256.80)
9179,Cipro,allopathic,cipropowder-for-suspension250-mg5-ml,Powder for Suspension,Ciprofloxacin,250 mg/5 ml,Apollo Pharmaceutical Ltd.,60 ml bottle: ৳ 80.00,
9178,Cipro,allopathic,ciprotablet500-mg,Tablet,Ciprofloxacin,500 mg,Apollo Pharmaceutical Ltd.,"Unit Price: ৳ 10.00,(30's pack: ৳ 300.00),",(30's pack: ৳ 300.00)
9115,Ciprin,allopathic,ciprinophthalmic-ointment03,Ophthalmic Ointment,Ciprofloxacin (Ophthalmic),0.30%,Nipa Pharmaceuticals Ltd.,3 gm tube: ৳ 35.00,
9177,Ciprin,allopathic,ciprintablet500-mg,Tablet,Ciprofloxacin,500 mg,Nipa Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
9114,Ciprin,allopathic,ciprinophthalmic-solution03,Ophthalmic Solution,Ciprofloxacin (Ophthalmic),0.30%,Nipa Pharmaceuticals Ltd.,"5 ml drop: ৳ 40.00,10 ml drop: ৳ 50.00",
31019,Cipran,allopathic,ciprancapsule-extended-release80-mg,Capsule (Extended Release),Levomilnacipran Hydrochloride,80 mg,Renata Limited,"Unit Price: ৳ 35.00,(18's pack: ৳ 630.00),",(18's pack: ৳ 630.00)
31020,Cipran,allopathic,ciprancapsule-extended-release40-mg,Capsule (Extended Release),Levomilnacipran Hydrochloride,40 mg,Renata Limited,"Unit Price: ৳ 18.00,(18's pack: ৳ 324.00),",(18's pack: ৳ 324.00)
9175,Cipoxia,allopathic,cipoxiatablet500-mg,Tablet,Ciprofloxacin,500 mg,Pharmasia Limited,"Unit Price: ৳ 14.00,(20's pack: ৳ 280.00),",(20's pack: ৳ 280.00)
9176,Cipoxia,allopathic,cipoxiapowder-for-suspension250-mg5-ml,Powder for Suspension,Ciprofloxacin,250 mg/5 ml,Pharmasia Limited,60 ml bottle: ৳ 100.00,
9174,Ciplon DS,allopathic,ciplon-dsiv-infusion400-mg100-ml,IV Infusion,Ciprofloxacin,400 mg/100 ml,Techno Drugs Ltd.,100 ml bottle: ৳ 144.32,
9173,Ciplon,allopathic,ciploniv-infusion200-mg100-ml,IV Infusion,Ciprofloxacin,200 mg/100 ml,Techno Drugs Ltd.,100 ml bottle: ৳ 74.65,
9172,Ciplon,allopathic,ciplontablet750-mg,Tablet,Ciprofloxacin,750 mg,Techno Drugs Ltd.,"Unit Price: ৳ 17.92,(20's pack: ৳ 358.32),",(20's pack: ৳ 358.32)
9171,Ciplon,allopathic,ciplontablet500-mg,Tablet,Ciprofloxacin,500 mg,Techno Drugs Ltd.,"Unit Price: ৳ 13.93,(30's pack: ৳ 418.03),",(30's pack: ৳ 418.03)
29246,Cipex,allopathic,cipexpowder-for-suspension250-mg5-ml,Powder for Suspension,Ciprofloxacin,250 mg/5 ml,Al-Madina Pharmaceuticals Ltd.,60 ml bottle: ৳ 90.00,
29245,Cipex,allopathic,cipextablet500-mg,Tablet,Ciprofloxacin,500 mg,Al-Madina Pharmaceuticals Ltd.,"Unit Price: ৳ 12.00,(30's pack: ৳ 360.00),",(30's pack: ৳ 360.00)
29244,Cipex,allopathic,cipextablet250-mg,Tablet,Ciprofloxacin,250 mg,Al-Madina Pharmaceuticals Ltd.,"Unit Price: ৳ 7.00,(30's pack: ৳ 210.00),",(30's pack: ৳ 210.00)
32331,Cipex,allopathic,cipextablet750-mg,Tablet,Ciprofloxacin,750 mg,Al-Madina Pharmaceuticals Ltd.,Unit Price: ৳ 17.00,
19351,Cipcin-DX,allopathic,cipcin-dxophthalmic-solution0301,Ophthalmic Solution,Ciprofloxacin + Dexamethasone,0.3%+0.1%,Biopharma Laboratories Ltd.,5 ml drop: ৳ 75.00,
9169,Cipcin,allopathic,cipcinpowder-for-suspension250-mg5-ml,Powder for Suspension,Ciprofloxacin,250 mg/5 ml,Biopharma Laboratories Ltd.,60 ml bottle: ৳ 100.00,
19345,Cipcin,allopathic,cipcinophthalmic-solution03,Ophthalmic Solution,Ciprofloxacin (Ophthalmic),0.30%,Biopharma Laboratories Ltd.,5 ml drop: ৳ 40.00,
9168,Cipcin,allopathic,cipcintablet750-mg,Tablet,Ciprofloxacin,750 mg,Biopharma Laboratories Ltd.,"Unit Price: ৳ 18.08,(12's pack: ৳ 216.91),",(12's pack: ৳ 216.91)
